date,product,quantity,price
2024-08-29,Apple,2,0.76
2024-09-29,Mineral Water,6,0.33
2024-08-21,Yogurt,3,0.54
2024-05-04,Yogurt,4,0.55
2024-10-02,Olive Oil,3,6.32
2024-11-15,Olive Oil,3,6.89
2025-01-25,Cookies,3,1.41
2024-07-22,Yogurt,2,0.51
2024-12-06,Canned Tuna,4,1.28
2025-05-27,Pasta,5,1.06
2024-01-28,Lettuce,8,0.88
2024-12-28,Tomato,5,1.05
2024-01-08,Chocolate,2,1.77
2024-08-13,Cheese,5,2.39
2025-01-11,Sugar,11,0.98
2024-01-22,Chocolate,4,1.9
2025-02-20,Eggs,3,0.23
2025-02-25,Chocolate,3,1.95
2025-04-30,Cookies,8,1.59
2024-05-07,Beer,6,0.77
2024-05-21,Rice,6,1.38
2025-05-27,Cheese,7,2.85
2025-04-17,Bread,9,1.31
2024-08-05,Eggs,6,0.26
2024-02-17,Salt,5,0.38
2024-04-15,Milk,1,0.87
2024-09-02,Apple,5,0.73
2024-09-08,Milk,8,1.02
2025-04-28,Pasta,7,1.15
2024-05-21,Cookies,5,1.46
2024-03-07,Mineral Water,7,0.38
2024-01-03,Sugar,6,1.07
2024-11-03,Red Wine,3,6.17
2024-11-06,Canned Tuna,8,1.33
2024-12-10,Banana,6,0.52
2024-01-05,Cookies,7,1.41
2024-09-05,Milk,3,0.94
2024-02-01,Banana,2,0.48
2024-01-20,Salt,7,0.44
2024-03-05,Apple,7,0.71
2024-01-02,Mineral Water,4,0.34
2024-02-17,Bread,6,1.13
2025-05-25,Lettuce,10,0.9
2024-11-07,Cookies,8,1.36
2024-12-14,Salt,8,0.4
2025-06-06,Canned Tuna,4,1.35
2024-02-11,Banana,5,0.5
2024-07-02,Tomato,4,1.06
2025-02-02,Canned Tuna,3,1.43
2024-01-11,Chocolate,5,1.96
2024-03-29,Coffee,8,4.11
2025-05-05,Mineral Water,3,0.35
2025-01-01,Chicken,6,4.81
2024-09-21,Tomato,6,1.08
2024-08-12,Apple,8,0.65
2024-08-22,Red Wine,4,6.11
2024-11-15,Cookies,4,1.49
2024-07-14,Apple,5,0.72
2025-06-10,Lettuce,3,0.97
2024-01-13,Tomato,6,1.11
2025-03-07,Olive Oil,8,6.45
2024-05-27,Eggs,7,0.26
2024-10-23,Yogurt,5,0.54
2024-07-28,Bread,8,1.16
2025-04-12,Olive Oil,5,6.79
2025-01-16,Coffee,6,4.11
2024-12-19,Bread,5,1.14
2025-03-22,Chicken,4,5.49
2025-04-27,Mineral Water,8,0.38
2024-04-01,Cheese,6,2.79
2025-04-25,Toilet Paper,3,0.41
2025-03-28,Canned Tuna,4,1.31
2024-10-22,Rice,5,1.22
2025-01-11,Bread,6,1.13
2024-06-02,Tomato,3,1.01
2024-05-29,Toilet Paper,1,0.48
2024-06-20,Toilet Paper,4,0.48
2025-06-01,Chicken,7,5.45
2024-02-04,Beer,6,0.81
2024-06-06,Coffee,7,3.43
2024-12-31,Mineral Water,7,0.34
2024-07-21,Coffee,7,3.7
2024-10-19,Red Wine,7,5.42
2024-08-27,Chicken,8,5.46
2024-05-13,Salt,5,0.4
2025-03-23,Sugar,2,1.09
2024-11-06,Chicken,2,5.64
2025-03-31,Toilet Paper,4,0.45
2025-02-16,Olive Oil,2,6.17
2024-06-10,Sugar,2,0.96
2025-02-03,Toilet Paper,2,0.43
2024-08-25,Olive Oil,5,6.36
2024-12-30,Chicken,5,4.94
2024-02-16,Canned Tuna,3,1.27
2024-11-02,Tomato,4,1.06
2024-05-05,Eggs,4,0.27
2024-06-30,Chocolate,2,1.89
2024-11-16,Yogurt,5,0.58
2024-02-15,Chicken,4,5.25
2025-01-16,Milk,4,1.0
2024-08-16,Apple,4,0.75
2024-12-12,Sugar,3,0.96
2024-07-07,Red Wine,4,5.54
2024-04-02,Rice,6,1.38
2024-12-30,Coffee,6,3.64
2025-02-25,Pasta,4,1.02
2024-07-27,Salt,8,0.4
2025-03-08,Cookies,10,1.4
2024-07-18,Cheese,3,2.42
2024-09-28,Olive Oil,3,6.6
2025-04-04,Milk,9,0.98
2024-05-14,Olive Oil,7,6.55
2025-02-01,Toilet Paper,2,0.41
2024-04-05,Eggs,3,0.27
2024-03-24,Banana,3,0.46
2024-08-14,Yogurt,4,0.57
2024-06-03,Tomato,7,1.0
2024-04-20,Lettuce,11,0.83
2024-02-01,Eggs,3,0.26
2024-05-05,Chicken,5,4.85
2024-04-14,Canned Tuna,12,1.48
2024-12-26,Olive Oil,6,5.9
2024-12-06,Bread,1,1.28
2024-12-22,Sugar,7,0.91
2024-05-26,Eggs,4,0.26
2025-01-02,Chocolate,1,1.84
2025-06-30,Beer,5,0.92
2024-10-19,Rice,6,1.29
2024-01-15,Red Wine,7,5.47
2025-02-03,Apple,6,0.77
2024-07-13,Canned Tuna,3,1.3
2025-05-09,Rice,7,1.33
2025-01-07,Tea,7,1.91
2024-07-02,Red Wine,4,6.43
2024-11-24,Tomato,4,1.06
2024-07-03,Toilet Paper,4,0.48
2024-03-30,Yogurt,7,0.53
2024-10-22,Tomato,6,1.15
2024-03-28,Chocolate,4,1.67
2024-10-10,Apple,5,0.76
2024-09-28,Cookies,6,1.54
2024-11-07,Cookies,7,1.62
2025-06-27,Milk,2,1.0
2024-04-21,Apple,6,0.66
2024-11-14,Tea,3,1.9
2024-12-06,Banana,6,0.55
2024-08-06,Chicken,5,5.2
2024-11-18,Cookies,6,1.44
2025-04-22,Rice,4,1.25
2025-06-23,Sugar,6,1.04
2024-09-25,Banana,2,0.5
2025-05-27,Beer,8,0.83
2024-07-31,Beer,3,0.78
2025-01-15,Cheese,5,2.7
2024-10-29,Cookies,3,1.39
2024-01-04,Cookies,3,1.62
2025-01-31,Tea,1,2.23
2024-12-26,Cheese,5,2.48
2025-05-05,Cookies,3,1.49
2024-10-10,Yogurt,4,0.58
2024-01-26,Eggs,4,0.27
2024-12-30,Milk,6,1.0
2024-02-24,Salt,6,0.42
2024-09-18,Cookies,5,1.65
2024-02-16,Tomato,5,1.09
